iter	RMSE
590	3791.211316
591	3790.153206
592	3789.12579
593	3788.795282
594	3786.70139
595	3786.381836
596	3786.054965
597	3785.877235
598	3784.954071
599	3784.296942
600	3783.751749
601	3783.133564
602	3782.817843
603	3781.706316
604	3780.177525
605	3779.392079
606	3778.886176
607	3776.104828
608	3775.465847
609	3775.092195
610	3774.550409
611	3774.067778
612	3773.612077
613	3773.37401
614	3773.152484
615	3772.452706
616	3771.807191
617	3770.729371
618	3770.345586
619	3769.795784
620	3769.315888
621	3768.275374
622	3767.813354
623	3766.553759
624	3765.422465
625	3764.026541
626	3761.987188
627	3761.132553
628	3760.35919
629	3759.732935
630	3759.43262
631	3758.938647
632	3757.972293
633	3757.536269
634	3755.203942
635	3755.08129
636	3754.626018
637	3753.116447
638	3751.848732
639	3751.371257
640	3750.607618
641	3749.914836
642	3748.315596
643	3747.844633
644	3747.310065
645	3746.727874
646	3745.675143
647	3744.851133
648	3744.22034
649	3743.5256
650	3743.03393
651	3742.48763
652	3741.994553
653	3741.206641
654	3740.827794
655	3740.340535
656	3739.561749
657	3738.781224
658	3738.37263
659	3737.923177
660	3737.60034
661	3736.929715
662	3736.72098
663	3735.25284
664	3734.851389
665	3734.202726
666	3733.580519
667	3733.119244
668	3732.5045
669	3732.226283
670	3731.8486
671	3730.651399
672	3729.91604
673	3729.398866
674	3729.022261
675	3727.906337
676	3727.568017
677	3727.101707
678	3726.865193
679	3726.042541
680	3725.375216
681	3724.375709
682	3724.13991
683	3723.806692
684	3723.145706
685	3721.93009
686	3721.285466
687	3720.525524
688	3719.523572
689	3718.5225
690	3717.54787
691	3716.856677
692	3716.468787
693	3716.279739
694	3715.608173
695	3714.869083
696	3714.099604
697	3713.448395
698	3712.385416
699	3712.061266
700	3711.724334
701	3711.209925
702	3710.420142
703	3710.23409
704	3709.601263
705	3708.994045
706	3708.70741
707	3708.065567
708	3707.487514
709	3706.67146
710	3706.118641
711	3704.998849
712	3704.429636
713	3704.253886
714	3703.708619
715	3702.73756
716	3702.196716
717	3701.980001
718	3701.642087
719	3700.523702
720	3700.350247
721	3699.748654
722	3699.565353
723	3699.160858
724	3698.8185
725	3698.572527
726	3698.237537
727	3697.643503
728	3697.435009
729	3696.87864
730	3696.380765
731	3695.317398
732	3694.931972
733	3694.225862
734	3693.764067
735	3692.675523
736	3691.717773
737	3691.359473
738	3689.74527
739	3688.696914
740	3687.954496
741	3687.610905
742	3685.705634
743	3685.157045
744	3684.871433
745	3684.000045
746	3683.285401
747	3682.551278
748	3681.963954
749	3681.228972
750	3680.684272
751	3680.053879
752	3679.586521
753	3678.505283
754	3677.858116
755	3677.419383
756	3676.72133
757	3676.464462
758	3675.49343
759	3675.179338
760	3674.366806
761	3674.079992
762	3673.466932
763	3672.605478
764	3671.857006
765	3671.619648
766	3671.121541
767	3670.16039
768	3669.634438
769	3669.260063
770	3668.792087
771	3668.633366
772	3668.460135
773	3667.26472
774	3666.950524
775	3666.71732
776	3666.496859
777	3666.210319
778	3665.436393
779	3664.703224
780	3664.321287
781	3663.435417
782	3663.122069
783	3662.464404
784	3662.305652
785	3661.676718
786	3660.84331
787	3660.6009
788	3658.906354
789	3658.390433
790	3658.143894
791	3657.910965
792	3656.967102
793	3656.556545
794	3656.045151
795	3655.343565
796	3654.558953
797	3653.722094
798	3652.328042
799	3651.834198
800	3650.982579
801	3650.805266
802	3650.605193
803	3649.121371
804	3648.703562
805	3648.442268
806	3648.219324
807	3647.669297
808	3647.138441
809	3646.46285
810	3645.660751
811	3644.931723
812	3643.959447
813	3643.451912
814	3642.752042
815	3642.556488
816	3641.969606
817	3641.130516
818	3640.894658
819	3639.161114
820	3638.160331
821	3637.42414
822	3637.022417
823	3636.792702
824	3636.620606
825	3635.838776
826	3635.295093
827	3634.598726
828	3633.946879
829	3632.966101
830	3632.471327
831	3632.035374
832	3631.508677
833	3631.038373
834	3630.760848
835	3630.545768
836	3630.186058
837	3629.536123
838	3629.410265
839	3628.374537
840	3628.194558
841	3627.64666
842	3627.260253
843	3626.563502
844	3625.702038
845	3625.236044
846	3624.63283
847	3624.234612
848	3623.681167
849	3622.893772
850	3621.859073
851	3621.590714
852	3621.339369
853	3621.000916
854	3620.618322
855	3620.131677
856	3618.536721
857	3617.85347
858	3617.545682
859	3617.014834
860	3616.521169
861	3615.81181
862	3615.409409
863	3615.228104
864	3613.969685
865	3613.523099
866	3612.620436
867	3612.329708
868	3612.123144
869	3611.258683
870	3610.93722
871	3610.602329
872	3610.232414
873	3609.984516
874	3609.84133
875	3609.282719
876	3608.856702
877	3608.139658
878	3607.477128
879	3606.877048
880	3606.140043
881	3604.684139
882	3604.237959
883	3603.75506
884	3603.337643
885	3602.582147
886	3602.170924
887	3601.799725
888	3601.398855
889	3600.825751
890	3600.280863
891	3599.5259
892	3599.107692
893	3598.511835
894	3597.825852
895	3597.545728
896	3597.222085
897	3596.286067
898	3594.613649
899	3593.450236
900	3593.13344
901	3592.637416
902	3591.917975
903	3590.924645
904	3590.60559
905	3589.740017
906	3589.305656
907	3588.227377
908	3587.361507
909	3586.282255
910	3586.022046
911	3585.261871
912	3584.855447
913	3584.508714
914	3583.934463
915	3583.345999
916	3582.385458
917	3581.452125
918	3581.103599
919	3580.490629
920	3580.190307
921	3579.994595
922	3579.579249
923	3578.892184
924	3578.628173
925	3578.152022
926	3577.794032
927	3577.45738
928	3576.899999
929	3576.673032
930	3576.506626
931	3575.121673
932	3574.07391
933	3573.620678
934	3573.246577
935	3573.083147
936	3572.636381
937	3572.372652
938	3571.620506
939	3571.108374
940	3570.388497
941	3569.529725
942	3569.42057
943	3568.680261
944	3568.545877
945	3568.41385
946	3567.663732
947	3567.233675
948	3566.9541
949	3566.579504
950	3566.348502
951	3565.666869
952	3565.367474
953	3565.115211
954	3564.875338
955	3564.633727
956	3564.2572
957	3563.408467
958	3563.051714
959	3562.536698
960	3562.27592
961	3562.003107
962	3561.73117
963	3561.465044
964	3560.661617
965	3560.07538
966	3559.787366
967	3558.894775
968	3558.522084
969	3558.08768
970	3557.483072
971	3556.464842
972	3555.310399
973	3555.057158
974	3554.45757
975	3553.944509
976	3552.689014
977	3551.750459
978	3551.584757
979	3551.245432
980	3550.326104
981	3549.614218
982	3549.365324
983	3549.116489
984	3548.805979
985	3548.621317
986	3547.939868
987	3547.49587
988	3546.832182
989	3545.833132
990	3545.398576
991	3545.311059
992	3544.952503
993	3543.675951
994	3543.295606
995	3542.786561
996	3542.218745
997	3541.514576
998	3541.15487
999	3540.93881
